,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
4474,154,1,11,30,4,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,7,5,9,6,21,19,7,27,13,11,32,0,17,16,16,14,23,22,24,35,16,30,23,6,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4475,155,1,12,31,4,2013,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0,1,0,24,23,7,29,19,15,40,0,7,6,10,1,37,34,15,38,23,33,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4476,156,1,1,31,1,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0,4,13,20,19,4,16,19,6,39,0,2,2,3,5,38,25,10,15,30,23,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4477,157,1,2,28,1,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,2,0,0,17,25,1,30,21,1,39,0,0,0,1,0,37,30,8,25,32,13,40,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4478,158,1,3,31,1,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,0,6,0,19,22,2,15,18,3,36,0,3,1,4,0,36,31,10,28,32,12,35,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4479,159,1,4,30,2,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,15,12,18,3,21,29,17,40,7,17,25,0,12,11,14,0,32,31,10,34,28,16,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4480,160,1,5,31,2,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,24,21,33,10,10,14,16,20,0,14,16,9,21,19,21,7,18,18,22,34,12,27,19,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4481,161,1,6,30,2,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,30,29,25,7,5,0,38,39,0,37,10,7,28,29,27,16,10,6,35,31,0,37,12,11,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4482,162,1,7,31,3,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,37,33,15,0,0,15,3,0,12,1,15,36,38,34,26,3,3,36,24,0,18,3,21,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4483,163,1,8,31,3,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,36,32,35,20,0,0,28,39,0,20,4,18,38,39,35,19,1,0,27,21,0,20,2,23,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4484,164,1,9,30,3,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,25,33,21,5,3,14,29,0,12,13,9,32,32,31,21,13,7,28,28,0,14,8,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4485,165,1,10,31,4,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,21,21,21,34,10,9,5,6,2,5,19,0,25,26,24,31,13,8,33,11,7,23,14,12,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4486,166,1,11,30,4,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,5,4,10,2,25,28,11,40,14,16,35,0,17,16,16,14,23,25,32,38,17,33,23,6,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4487,167,1,12,31,4,2014,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,3,6,36,13,10,0,2,13,1,36,0,10,10,11,17,26,19,14,6,19,15,29,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4488,168,1,1,31,1,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3,2,5,35,21,19,5,22,15,9,38,0,8,7,7,37,30,16,9,12,20,9,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4489,169,1,2,28,1,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,2,1,1,23,28,7,39,19,11,38,0,2,5,2,9,35,29,6,37,26,14,36,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4490,170,1,3,31,1,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,11,4,16,36,18,16,4,11,10,5,29,0,5,5,6,3,30,24,4,21,26,7,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4491,171,1,4,30,2,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,16,24,25,14,26,7,16,1,5,21,1,16,15,17,15,23,18,0,2,19,2,24,1,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4492,172,1,5,31,2,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,25,22,28,12,7,3,5,0,0,2,16,5,22,20,23,20,16,11,1,1,8,2,17,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4493,173,1,6,30,2,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,33,31,37,27,0,0,13,1,0,12,7,14,30,29,32,32,12,10,15,3,3,10,10,17,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4494,174,1,7,31,3,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,38,35,39,21,0,0,33,37,0,23,1,18,35,35,33,22,1,0,36,29,0,31,4,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4495,175,1,8,31,3,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,35,31,39,18,0,0,20,26,0,16,5,17,38,36,38,20,3,5,33,26,0,21,2,24,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4496,176,1,9,30,3,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,27,25,30,24,3,4,20,33,0,13,13,8,31,32,31,18,6,3,33,36,0,24,9,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4497,177,1,10,31,4,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,21,21,24,36,9,4,13,38,4,16,19,4,27,27,26,38,10,2,25,26,5,11,13,16,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4498,178,1,11,30,4,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,11,11,11,37,16,13,6,24,10,8,28,0,18,18,17,29,19,11,21,21,14,18,22,4,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4499,179,1,12,31,4,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,5,6,39,15,11,1,7,13,2,35,0,13,14,13,37,22,11,18,9,18,16,26,1,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4500,180,1,1,31,1,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3,3,3,37,18,13,4,7,15,6,38,0,10,10,10,40,28,15,18,20,22,25,30,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4501,181,1,2,29,1,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,7,7,40,17,20,2,23,16,6,32,0,8,10,8,40,26,16,6,16,23,13,30,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4502,182,1,3,31,1,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,12,10,14,39,20,20,7,20,15,10,29,0,11,11,12,38,31,23,17,36,25,27,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4503,183,1,4,30,2,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,14,22,20,14,12,8,20,5,4,22,0,17,16,18,36,23,13,10,29,18,6,22,4,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4504,184,1,5,31,2,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,28,25,36,33,5,6,21,35,2,14,13,9,22,20,24,15,18,20,12,35,10,7,18,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4505,185,1,6,30,2,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,34,34,34,27,0,0,25,15,0,25,5,12,30,29,32,31,11,11,19,7,0,21,10,15,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4506,186,1,7,31,3,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,37,39,33,17,0,0,34,33,0,30,1,15,35,37,32,18,1,0,36,27,0,34,4,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4507,187,1,8,31,3,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,34,34,33,12,0,0,22,33,0,20,5,12,38,39,35,22,0,0,31,31,0,25,1,23,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4508,188,1,9,30,3,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,27,28,28,22,0,0,16,31,0,13,13,9,32,34,29,26,5,2,30,26,0,18,8,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4509,189,1,10,31,4,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,17,20,18,11,23,30,25,40,8,24,23,0,25,27,21,23,17,20,36,40,9,33,15,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4510,190,1,11,30,4,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,15,15,17,40,13,9,1,3,9,2,24,0,20,22,19,39,18,20,38,39,14,29,19,6,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4511,191,1,12,31,4,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,2,1,5,20,16,2,10,14,4,39,0,12,14,11,27,25,22,8,9,18,11,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4512,192,1,1,31,1,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,2,4,32,18,16,2,9,16,2,37,0,4,4,3,22,38,26,9,18,24,17,35,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4513,193,1,2,28,1,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,5,4,8,35,16,21,3,30,14,3,33,0,6,4,8,38,35,32,7,31,27,14,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4514,194,1,3,31,1,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9,5,13,18,22,22,6,13,13,4,31,0,10,9,12,29,33,30,17,35,24,22,28,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4515,195,1,4,30,2,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,18,16,19,16,14,13,10,15,7,10,22,0,15,15,15,7,28,28,15,38,20,24,25,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4516,196,1,5,31,2,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26,24,29,25,5,0,13,10,0,13,14,7,23,24,23,29,16,8,25,35,12,21,17,9,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4517,197,1,6,30,2,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,31,36,19,0,0,19,8,0,20,8,11,28,29,28,17,10,7,30,26,0,31,12,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4518,198,1,7,31,3,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,39,37,40,29,0,0,14,1,0,8,0,19,36,36,36,24,1,0,24,9,0,21,4,21,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4519,199,1,8,31,3,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,36,34,37,19,0,0,11,4,0,8,2,13,38,39,36,21,4,0,9,1,0,4,0,22,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4520,200,1,9,30,3,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,28,27,36,28,0,0,9,5,0,2,12,10,32,32,34,22,8,5,13,7,0,6,8,17,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4521,201,1,10,31,4,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,18,21,21,15,16,15,40,6,11,21,0,25,26,25,29,16,10,28,35,8,10,15,15,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4522,202,1,11,30,4,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,9,5,4,23,23,7,26,12,9,33,0,17,18,16,24,23,16,36,33,16,29,22,7,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4523,203,1,12,31,4,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3,1,4,23,15,13,1,7,14,1,37,0,10,9,9,11,25,20,9,15,20,10,30,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4524,204,1,1,31,1,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,2,2,30,17,11,2,7,18,1,39,0,3,2,3,10,37,21,20,14,27,19,37,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4525,205,1,2,28,1,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1,1,0,12,14,0,7,18,0,38,0,0,1,2,2,37,30,9,32,29,11,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4526,206,1,3,31,1,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,6,4,3,28,30,10,39,22,10,35,0,6,7,7,8,33,29,3,33,30,11,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4527,207,1,4,30,2,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,12,8,23,0,12,14,1,2,6,0,27,1,14,13,16,8,25,23,2,8,20,1,26,2,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4528,208,1,5,31,2,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,29,23,36,38,6,0,12,11,0,10,11,11,22,20,24,15,18,16,5,8,13,1,18,11,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
